birdlife_name,species_wnv,avilist_name,avilist_family,avilist_order,positive,total_tested,method,sampling_year,country,region,ref_id,long,lat,mass_log,tarsus_log,hwi_log,longevity_log,clutch_max_log,log_human_population_density,abundance_log,habitat,habitat_TP2019,freshwater,migration,sociality,primary_lifestyle,nest_placement,trophic_niche,altitude_cat,data_complete,ind_per_sp,method_cat
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,169,946,molecular_detection,2003,United States,California,66,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,3,HI,2015,United States,Texas,67,-98.5456116,31.2638905,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,other
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,9,21,molecular_detection,2013,United States,Colorado,122,-105.607716,38.7251776,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,3,serological_VNT,2002,United States,Colorado,138,-105.607716,38.7251776,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,1,serological_ELISA,2004,United States,New Mexico,145,-105.9960475,34.5802074,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_ELISA
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,2,IHC,2002,United States,United States,155,-100.445882,39.7837304,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,other
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,2,molecular_detection,2002,United States,Iowa,155,-93.3122705,41.9216734,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,9,30,molecular_detection,2000,United States,New York,210,-74.0060152,40.7127281,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,1,molecular_detection,2009,Canada,Ontario,221,-86.000977,50.000678,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,4,molecular_detection,2011,Canada,Ontario,221,-86.000977,50.000678,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,2,molecular_detection,2010,Canada,Ontario,221,-86.000977,50.000678,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,3,4,molecular_detection,2012,Canada,Quebec,221,-71.8258668,52.4760892,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,7,10,molecular_detection,2013,Canada,Quebec,221,-71.8258668,52.4760892,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,1,mortality,1999,United States,New York,222,-74.0060152,40.7127281,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,other
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,1,serological_VNT,2001,United States,Louisiana,229,-92.007126,30.8703881,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,2,molecular_detection,2002,Canada,Ontario,238,-86.000977,50.000678,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,1,serological_VNT,2002,United States,Georgia,241,-83.1137366,32.3293809,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,4,30,serological_VNT,2004,United States,California,249,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,2,molecular_detection,2003,United States,Virginia,255,-78.4927721,37.1232245,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,1,serological_VNT,1999,United States,New York,274,-74.0060152,40.7127281,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,3,28,molecular_detection,2006,United States,California,278,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,1,molecular_detection,2005,United States,Colorado,283,-105.607716,38.7251776,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,2,molecular_detection,2005,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,1,molecular_detection,2006,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,2,molecular_detection,2007,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,6,8,molecular_detection,2004,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,2,serological_VNT,2005,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,2,9,serological_VNT,2004,United States,California,290,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,4,4,molecular_detection,2004,United States,New York,300,-74.0060152,40.7127281,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,60,402,molecular_detection,2003,United States,California,309,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,2,96,serological_VNT,2003,United States,Wisconsin,320,-89.6884637,44.4308975,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,37,42,serological_VNT,2003,United States,Wisconsin,320,-89.6884637,44.4308975,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,6,mortality,2014,Canada,Quebec,323,-71.8258668,52.4760892,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,other
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,1,molecular_detection,1999,United States,Connecticut,333,-72.7342163,41.6500201,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,3,18,molecular_detection,2006,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,3,18,molecular_detection,2007,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,1,13,molecular_detection,2004,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,5,12,molecular_detection,2008,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,2,11,molecular_detection,2005,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,molecular_detection
Accipiter cooperii,Accipiter_cooperii,Astur_cooperii,Accipitridae,Accipitriformes,0,1,serological_VNT,2003,United States,California,335,-118.755997,36.7014631,0.790724825379867,1.10550783962445,0.296452215077911,0.8188382050875,0.44289786175903,0.11425260974686,-0.285381258756034,greenLandscape,Terrestrial,0,migratory,nonSocial,air,ExposedElevated,carnivore,midland,TRUE,1744,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,3,molecular_detection,2019,Italy,Lombardy,5,9.7732524,45.5703694,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,3,serological_VNT,2020,Spain,Andalusia,7,-4.5811614,37.3399964,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,5,10,molecular_detection,2017,Spain,Catalonia,12,1.5745043,41.8523094,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,3,molecular_detection,2017,Italy,Umbria,13,12.490236,42.965916,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,3,serological_VNT,2018,Portugal,Portugal,18,-8.1353519,39.6621648,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,1,molecular_detection,2019,Slovakia,Košice,21,21.2496774,48.7172272,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,2,2,molecular_detection,2018,Slovakia,Rimavská_Sobota,21,20.0180584,48.3833603,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,4,6,serological_VNT,2013,Slovakia,Slovakia,21,19.4528646,48.7411522,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,1,molecular_detection,2015,Austria,Lower_Austria,22,15.7632457,48.2817813,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,5,5,molecular_detection,2018,Czech Republic,Bohemia,23,13.5696396,49.8653861,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,12,12,molecular_detection,2018,Czech Republic,Moravia,23,17.1130299,49.0593152,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,2,2,molecular_detection,2017,Spain,Lleida,24,0.6267842,41.6147605,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,1,serological_VNT,2017,Spain,Lleida,24,0.6267842,41.6147605,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,2,4,serological_ELISA,2013,Croatia,Croatia,25,15.6575209,45.3658443,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_ELISA
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,2,2,molecular_detection,2017,Czech Republic,Brno,34,16.6113382,49.1922443,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,4,8,serological_VNT,2012,Slovakia,Slovakia,35,19.4528646,48.7411522,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,4,IHC,1999,Portugal,Portugal,40,-8.1353519,39.6621648,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,other
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,8,molecular_detection,2019,Germany,central_southern,41,10.615597,49.023461,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,10,molecular_detection,2020,Germany,central_southern,41,10.615597,49.023461,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,5,18,molecular_detection,2019,Germany,easter_central_eastern,41,13.189951,51.781436,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,10,31,molecular_detection,2020,Germany,easter_central_eastern,41,13.189951,51.781436,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,2,molecular_detection,2019,Germany,northern-central_western,41,8.9234643,52.160455,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,1,molecular_detection,2020,Germany,northern-central_western,41,8.9234643,52.160455,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,2,serological_VNT,2017,Spain,Extremadura,42,-6.1529891,39.1748426,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,1,molecular_detection,2012,Austria,Austria,51,14.12456,47.59397,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,5,molecular_detection,2012,Czech Republic,Czech Republic,51,15.3381061,49.7439047,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,1,molecular_detection,2017,Spain,Andalusia,69,-4.5811614,37.3399964,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,molecular_detection
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,1,2,serological_VNT,2018,Germany,Eastern,92,-75.681740197045,45.41847315,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
Accipiter gentilis,Accipiter_gentilis,Astur_gentilis,Accipitridae,Accipitriformes,0,1,serological_VNT,2018,Germany,Northern,92,121.0372809,14.7618523,1.1635429562402,1.22760998522999,0.500651909499168,0.975170354271085,0.142736728327419,-0.174612283386454,-0.507445927973274,greenLandscape,Terrestrial,0,migratory,nonSocial,other,ExposedElevated,carnivore,lowland,TRUE,533,serological_VNT
